26,2886729729,3232238130,32778,1097,TCP,0,0,60,60,S,29200
26,3232238130,2886729729,1097,32778,TCP,1,22,40,40,AR,0
27,2886729729,3232238130,32778,1296,TCP,0,0,60,60,S,29200
27,3232238130,2886729729,1296,32778,TCP,1,44,40,40,AR,0
28,2886729729,3232238130,32780,1138,TCP,0,0,60,60,S,29200
28,3232238130,2886729729,1138,32780,TCP,1,70,40,40,AR,0
29,2886729729,3232238130,32780,2103,TCP,0,0,60,60,S,29200
29,3232238130,2886729729,2103,32780,TCP,1,46,40,40,AR,0
30,2886729729,3232238130,32780,5051,TCP,0,0,60,60,S,29200
30,3232238130,2886729729,5051,32780,TCP,1,72,40,40,AR,0
31,2886729729,3232238130,32780,5054,TCP,0,0,60,60,S,29200
31,3232238130,2886729729,5054,32780,TCP,1,44,40,40,AR,0
32,2886729729,3232238130,32780,563,TCP,0,0,60,60,S,29200
32,3232238130,2886729729,563,32780,TCP,1,50,40,40,AR,0
33,2886729729,3232238130,32780,5850,TCP,0,0,60,60,S,29200
33,3232238130,2886729729,5850,32780,TCP,1,64,40,40,AR,0
34,2886729729,3232238130,32780,8200,TCP,0,0,60,60,S,29200
34,3232238130,2886729729,8200,32780,TCP,1,43,40,40,AR,0
35,2886729729,3232238130,32782,10004,TCP,0,0,60,60,S,29200
35,3232238130,2886729729,10004,32782,TCP,1,23,40,40,AR,0
36,2886729729,3232238130,32782,146,TCP,0,0,60,60,S,29200
36,3232238130,2886729729,146,32782,TCP,1,43,40,40,AR,0
37,2886729729,3232238130,32782,1494,TCP,0,0,60,60,S,29200
37,3232238130,2886729729,1494,32782,TCP,1,37,40,40,AR,0
38,2886729729,3232238130,32782,2366,TCP,0,0,60,60,S,29200
38,3232238130,2886729729,2366,32782,TCP,1,44,40,40,AR,0
39,2886729729,3232238130,32782,5061,TCP,0,0,60,60,S,29200
39,3232238130,2886729729,5061,32782,TCP,1,43,40,40,AR,0
40,2886729729,3232238130,32782,57797,TCP,0,0,60,60,S,29200
40,3232238130,2886729729,57797,32782,TCP,1,41,40,40,AR,0
41,2886729729,3232238130,32782,843,TCP,0,0,60,60,S,29200
41,3232238130,2886729729,843,32782,TCP,1,43,40,40,AR,0
42,2886729729,3232238130,32782,987,TCP,0,0,60,60,S,29200
42,3232238130,2886729729,987,32782,TCP,1,58,40,40,AR,0
43,2886729729,3232238130,32784,1500,TCP,0,0,60,60,S,29200
43,3232238130,2886729729,1500,32784,TCP,1,99,40,40,AR,0
44,2886729729,3232238130,32784,163,TCP,0,0,60,60,S,29200
44,3232238130,2886729729,163,32784,TCP,1,45,40,40,AR,0
45,2886729729,3232238130,32784,7025,TCP,0,0,60,60,S,29200
45,3232238130,2886729729,7025,32784,TCP,1,49,40,40,AR,0
46,2886729729,3232238130,32784,8085,TCP,0,0,60,60,S,29200
46,3232238130,2886729729,8085,32784,TCP,1,49,40,40,AR,0
47,2886729729,3232238130,32784,9898,TCP,0,0,60,60,S,29200
47,3232238130,2886729729,9898,32784,TCP,1,15,40,40,AR,0
48,2886729729,3232238130,32784,9999,TCP,0,0,60,60,S,29200
48,3232238130,2886729729,9999,32784,TCP,1,40,40,40,AR,0
49,2886729729,3232238130,32786,1152,TCP,0,0,60,60,S,29200
49,3232238130,2886729729,1152,32786,TCP,1,53,40,40,AR,0
50,2886729729,3232238130,32786,301,TCP,0,0,60,60,S,29200
50,3232238130,2886729729,301,32786,TCP,1,72,40,40,AR,0
51,2886729729,3232238130,32786,366,TCP,0,0,60,60,S,29200
51,3232238130,2886729729,366,32786,TCP,1,74,40,40,AR,0
52,2886729729,3232238130,32786,5051,TCP,0,0,60,60,S,29200
52,3232238130,2886729729,5051,32786,TCP,1,82,40,40,AR,0
53,2886729729,3232238130,32786,55055,TCP,0,0,60,60,S,29200
53,3232238130,2886729729,55055,32786,TCP,1,14,40,40,AR,0
54,2886729729,3232238130,32786,705,TCP,0,0,60,60,S,29200
54,3232238130,2886729729,705,32786,TCP,1,50,40,40,AR,0
55,2886729729,3232238130,32788,222,TCP,0,0,60,60,S,29200
55,3232238130,2886729729,222,32788,TCP,1,88,40,40,AR,0
56,2886729729,3232238130,32788,32781,TCP,0,0,60,60,S,29200
56,3232238130,2886729729,32781,32788,TCP,1,45,40,40,AR,0
57,2886729729,3232238130,32788,366,TCP,0,0,60,60,S,29200
57,3232238130,2886729729,366,32788,TCP,1,81,40,40,AR,0
58,2886729729,3232238130,32788,5999,TCP,0,0,60,60,S,29200
58,3232238130,2886729729,5999,32788,TCP,1,72,40,40,AR,0
59,2886729729,3232238130,32788,8194,TCP,0,0,60,60,S,29200
59,3232238130,2886729729,8194,32788,TCP,1,49,40,40,AR,0
60,2886729729,3232238130,32790,1001,TCP,0,0,60,60,S,29200
60,3232238130,2886729729,1001,32790,TCP,1,24,40,40,AR,0
61,2886729729,3232238130,32790,1054,TCP,0,0,60,60,S,29200
61,3232238130,2886729729,1054,32790,TCP,1,36,40,40,AR,0
62,2886729729,3232238130,32790,10628,TCP,0,0,60,60,S,29200
62,3232238130,2886729729,10628,32790,TCP,1,59,40,40,AR,0
63,2886729729,3232238130,32790,3998,TCP,0,0,60,60,S,29200
63,3232238130,2886729729,3998,32790,TCP,1,27,40,40,AR,0
64,2886729729,3232238130,32790,4224,TCP,0,0,60,60,S,29200
64,3232238130,2886729729,4224,32790,TCP,1,44,40,40,AR,0
65,2886729729,3232238130,32790,7920,TCP,0,0,60,60,S,29200
65,3232238130,2886729729,7920,32790,TCP,1,48,40,40,AR,0
66,2886729729,3232238130,32792,1001,TCP,0,0,60,60,S,29200
66,3232238130,2886729729,1001,32792,TCP,1,52,40,40,AR,0
67,2886729729,3232238130,32792,19,TCP,0,0,60,60,S,29200
67,3232238130,2886729729,19,32792,TCP,1,49,40,40,AR,0
68,2886729729,3232238130,32792,50300,TCP,0,0,60,60,S,29200
68,3232238130,2886729729,50300,32792,TCP,1,49,40,40,AR,0
69,2886729729,3232238130,32792,5214,TCP,0,0,60,60,S,29200
69,3232238130,2886729729,5214,32792,TCP,1,52,40,40,AR,0
70,2886729729,3232238130,32792,6510,TCP,0,0,60,60,S,29200
70,3232238130,2886729729,6510,32792,TCP,1,49,40,40,AR,0
71,2886729729,3232238130,32792,80,TCP,0,0,60,60,S,29200
71,3232238130,2886729729,80,32792,TCP,1,100,60,60,AS,28960
71,2886729729,3232238130,32792,80,TCP,0,881,52,52,A,229
71,2886729729,3232238130,32792,80,TCP,0,884,52,52,AR,229
72,2886729729,3232238130,32792,9009,TCP,0,0,60,60,S,29200
72,3232238130,2886729729,9009,32792,TCP,1,73,40,40,AR,0
73,2886729729,3232238130,32794,10616,TCP,0,0,60,60,S,29200
73,3232238130,2886729729,10616,32794,TCP,1,41,40,40,AR,0
74,2886729729,3232238130,32794,143,TCP,0,0,60,60,S,29200
74,3232238130,2886729729,143,32794,TCP,1,178,40,40,AR,0
75,2886729729,3232238130,32794,2179,TCP,0,0,60,60,S,29200
75,3232238130,2886729729,2179,32794,TCP,1,17,40,40,AR,0
76,2886729729,3232238130,32794,2702,TCP,0,0,60,60,S,29200
76,3232238130,2886729729,2702,32794,TCP,1,44,40,40,AR,0
77,2886729729,3232238130,32794,61532,TCP,0,0,60,60,S,29200
77,3232238130,2886729729,61532,32794,TCP,1,63,40,40,AR,0
78,2886729729,3232238130,32796,1049,TCP,0,0,60,60,S,29200
78,3232238130,2886729729,1049,32796,TCP,1,57,40,40,AR,0
79,2886729729,3232238130,32796,1108,TCP,0,0,60,60,S,29200
79,3232238130,2886729729,1108,32796,TCP,1,59,40,40,AR,0
80,2886729729,3232238130,32796,1185,TCP,0,0,60,60,S,29200
80,3232238130,2886729729,1185,32796,TCP,1,87,40,40,AR,0
81,2886729729,3232238130,32796,301,TCP,0,0,60,60,S,29200
81,3232238130,2886729729,301,32796,TCP,1,49,40,40,AR,0
82,2886729729,3232238130,32796,81,TCP,0,0,60,60,S,29200
82,3232238130,2886729729,81,32796,TCP,1,49,40,40,AR,0
83,2886729729,3232238130,32798,3306,TCP,0,0,60,60,S,29200
83,3232238130,2886729729,3306,32798,TCP,1,45,40,40,AR,0
84,2886729729,3232238130,32798,5003,TCP,0,0,60,60,S,29200
84,3232238130,2886729729,5003,32798,TCP,1,49,40,40,AR,0
85,2886729729,3232238130,32798,5950,TCP,0,0,60,60,S,29200
85,3232238130,2886729729,5950,32798,TCP,1,42,40,40,AR,0
86,2886729729,3232238130,32798,8899,TCP,0,0,60,60,S,29200
86,3232238130,2886729729,8899,32798,TCP,1,52,40,40,AR,0
87,2886729729,3232238130,32798,902,TCP,0,0,60,60,S,29200
87,3232238130,2886729729,902,32798,TCP,1,11,40,40,AR,0
88,2886729729,3232238130,32800,301,TCP,0,0,60,60,S,29200
88,3232238130,2886729729,301,32800,TCP,1,50,40,40,AR,0
89,2886729729,3232238130,32800,3995,TCP,0,0,60,60,S,29200
89,3232238130,2886729729,3995,32800,TCP,1,48,40,40,AR,0
90,2886729729,3232238130,32800,9002,TCP,0,0,60,60,S,29200
90,3232238130,2886729729,9002,32800,TCP,1,75,40,40,AR,0
91,2886729729,3232238130,32802,1062,TCP,0,0,60,60,S,29200
91,3232238130,2886729729,1062,32802,TCP,1,9,40,40,AR,0
92,2886729729,3232238130,32802,1082,TCP,0,0,60,60,S,29200
92,3232238130,2886729729,1082,32802,TCP,1,58,40,40,AR,0
93,2886729729,3232238130,32802,13782,TCP,0,0,60,60,S,29200
93,3232238130,2886729729,13782,32802,TCP,1,48,40,40,AR,0
94,2886729729,3232238130,32802,3690,TCP,0,0,60,60,S,29200
94,3232238130,2886729729,3690,32802,TCP,1,63,40,40,AR,0
95,2886729729,3232238130,32802,37,TCP,0,0,60,60,S,29200
95,3232238130,2886729729,37,32802,TCP,1,8,40,40,AR,0
96,2886729729,3232238130,32802,4006,TCP,0,0,60,60,S,29200
96,3232238130,2886729729,4006,32802,TCP,1,33,40,40,AR,0
97,3232238130,2886729729,5222,32802,TCP,1,0,40,40,AR,0
97,2886729729,3232238130,32802,5222,TCP,0,2,60,60,S,29200
98,2886729729,3232238130,32802,52848,TCP,0,0,60,60,S,29200
98,3232238130,2886729729,52848,32802,TCP,1,45,40,40,AR,0
99,2886729729,3232238130,32802,6788,TCP,0,0,60,60,S,29200
99,3232238130,2886729729,6788,32802,TCP,1,17,40,40,AR,0
100,2886729729,3232238130,32802,8085,TCP,0,0,60,60,S,29200
100,3232238130,2886729729,8085,32802,TCP,1,60,40,40,AR,0
101,2886729729,3232238130,32804,1069,TCP,0,0,60,60,S,29200
101,3232238130,2886729729,1069,32804,TCP,1,54,40,40,AR,0
102,2886729729,3232238130,32804,8200,TCP,0,0,60,60,S,29200
102,3232238130,2886729729,8200,32804,TCP,1,49,40,40,AR,0
103,2886729729,3232238130,32804,8500,TCP,0,0,60,60,S,29200
103,3232238130,2886729729,8500,32804,TCP,1,37,40,40,AR,0
104,2886729729,3232238130,32806,1234,TCP,0,0,60,60,S,29200
104,3232238130,2886729729,1234,32806,TCP,1,58,40,40,AR,0
105,2886729729,3232238130,32806,1718,TCP,0,0,60,60,S,29200
105,3232238130,2886729729,1718,32806,TCP,1,26,40,40,AR,0
106,2886729729,3232238130,32806,3333,TCP,0,0,60,60,S,29200
106,3232238130,2886729729,3333,32806,TCP,1,112,40,40,AR,0
107,2886729729,3232238130,32806,5080,TCP,0,0,60,60,S,29200
107,3232238130,2886729729,5080,32806,TCP,1,60,40,40,AR,0
108,2886729729,3232238130,32806,5432,TCP,0,0,60,60,S,29200
108,3232238130,2886729729,5432,32806,TCP,1,75,40,40,AR,0
109,2886729729,3232238130,32806,56738,TCP,0,0,60,60,S,29200
109,3232238130,2886729729,56738,32806,TCP,1,43,40,40,AR,0
110,2886729729,3232238130,32806,63331,TCP,0,0,60,60,S,29200
110,3232238130,2886729729,63331,32806,TCP,1,41,40,40,AR,0
111,2886729729,3232238130,32808,1023,TCP,0,0,60,60,S,29200
111,3232238130,2886729729,1023,32808,TCP,1,42,40,40,AR,0
112,2886729729,3232238130,32808,1095,TCP,0,0,60,60,S,29200
112,3232238130,2886729729,1095,32808,TCP,1,86,40,40,AR,0
113,2886729729,3232238130,32808,2179,TCP,0,0,60,60,S,29200
113,3232238130,2886729729,2179,32808,TCP,1,12,40,40,AR,0
114,2886729729,3232238130,32808,49400,TCP,0,0,60,60,S,29200
114,3232238130,2886729729,49400,32808,TCP,1,18,40,40,AR,0
115,2886729729,3232238130,32808,50636,TCP,0,0,60,60,S,29200
115,3232238130,2886729729,50636,32808,TCP,1,13,40,40,AR,0
116,2886729729,3232238130,32808,5815,TCP,0,0,60,60,S,29200
116,3232238130,2886729729,5815,32808,TCP,1,35,40,40,AR,0
117,2886729729,3232238130,32808,6566,TCP,0,0,60,60,S,29200
117,3232238130,2886729729,6566,32808,TCP,1,52,40,40,AR,0
118,2886729729,3232238130,32810,443,TCP,0,0,60,60,S,29200
118,3232238130,2886729729,443,32810,TCP,1,56,40,40,AR,0
119,2886729729,3232238130,32810,5050,TCP,0,0,60,60,S,29200
119,3232238130,2886729729,5050,32810,TCP,1,42,40,40,AR,0
120,2886729729,3232238130,32810,60020,TCP,0,0,60,60,S,29200
120,3232238130,2886729729,60020,32810,TCP,1,2,40,40,AR,0
121,2886729729,3232238130,32810,8042,TCP,0,0,60,60,S,29200
121,3232238130,2886729729,8042,32810,TCP,1,26,40,40,AR,0
122,2886729729,3232238130,32810,9220,TCP,0,0,60,60,S,29200
122,3232238130,2886729729,9220,32810,TCP,1,72,40,40,AR,0
123,2886729729,3232238130,32812,1999,TCP,0,0,60,60,S,29200
123,3232238130,2886729729,1999,32812,TCP,1,49,40,40,AR,0
124,2886729729,3232238130,32812,2107,TCP,0,0,60,60,S,29200
124,3232238130,2886729729,2107,32812,TCP,1,63,40,40,AR,0
125,2886729729,3232238130,32812,2382,TCP,0,0,60,60,S,29200
125,3232238130,2886729729,2382,32812,TCP,1,45,40,40,AR,0
126,2886729729,3232238130,32812,2604,TCP,0,0,60,60,S,29200
126,3232238130,2886729729,2604,32812,TCP,1,50,40,40,AR,0
127,2886729729,3232238130,32812,3998,TCP,0,0,60,60,S,29200
127,3232238130,2886729729,3998,32812,TCP,1,24,40,40,AR,0
128,2886729729,3232238130,32812,911,TCP,0,0,60,60,S,29200
128,3232238130,2886729729,911,32812,TCP,1,32,40,40,AR,0
129,2886729729,3232238130,32814,3052,TCP,0,0,60,60,S,29200
129,3232238130,2886729729,3052,32814,TCP,1,39,40,40,AR,0
130,2886729729,3232238130,32814,3261,TCP,0,0,60,60,S,29200
130,3232238130,2886729729,3261,32814,TCP,1,28,40,40,AR,0
131,2886729729,3232238130,32814,3905,TCP,0,0,60,60,S,29200
131,3232238130,2886729729,3905,32814,TCP,1,22,40,40,AR,0
132,2886729729,3232238130,32814,8007,TCP,0,0,60,60,S,29200
132,3232238130,2886729729,8007,32814,TCP,1,49,40,40,AR,0
133,2886729729,3232238130,32816,32774,TCP,0,0,60,60,S,29200
133,3232238130,2886729729,32774,32816,TCP,1,41,40,40,AR,0
134,2886729729,3232238130,32816,3580,TCP,0,0,60,60,S,29200
134,3232238130,2886729729,3580,32816,TCP,1,9,40,40,AR,0
135,2886729729,3232238130,32816,3880,TCP,0,0,60,60,S,29200
135,3232238130,2886729729,3880,32816,TCP,1,41,40,40,AR,0
136,2886729729,3232238130,32816,7911,TCP,0,0,60,60,S,29200
136,3232238130,2886729729,7911,32816,TCP,1,11,40,40,AR,0
137,2886729729,3232238130,32818,109,TCP,0,0,60,60,S,29200
137,3232238130,2886729729,109,32818,TCP,1,33,40,40,AR,0
138,2886729729,3232238130,32818,1166,TCP,0,0,60,60,S,29200
138,3232238130,2886729729,1166,32818,TCP,1,52,40,40,AR,0
139,2886729729,3232238130,32818,42510,TCP,0,0,60,60,S,29200
139,3232238130,2886729729,42510,32818,TCP,1,74,40,40,AR,0
140,2886729729,3232238130,32818,427,TCP,0,0,60,60,S,29200
140,3232238130,2886729729,427,32818,TCP,1,85,40,40,AR,0
141,2886729729,3232238130,32818,9290,TCP,0,0,60,60,S,29200
141,3232238130,2886729729,9290,32818,TCP,1,73,40,40,AR,0
142,2886729729,3232238130,32820,2251,TCP,0,0,60,60,S,29200
142,3232238130,2886729729,2251,32820,TCP,1,49,40,40,AR,0
143,2886729729,3232238130,32820,33,TCP,0,0,60,60,S,29200
143,3232238130,2886729729,33,32820,TCP,1,20,40,40,AR,0
144,2886729729,3232238130,32820,3325,TCP,0,0,60,60,S,29200
144,3232238130,2886729729,3325,32820,TCP,1,44,40,40,AR,0
145,2886729729,3232238130,32820,3689,TCP,0,0,60,60,S,29200
145,3232238130,2886729729,3689,32820,TCP,1,103,40,40,AR,0
146,2886729729,3232238130,32820,512,TCP,0,0,60,60,S,29200
146,3232238130,2886729729,512,32820,TCP,1,17,40,40,AR,0
147,2886729729,3232238130,32820,8087,TCP,0,0,60,60,S,29200
147,3232238130,2886729729,8087,32820,TCP,1,74,40,40,AR,0
148,2886729729,3232238130,32822,10010,TCP,0,0,60,60,S,29200
148,3232238130,2886729729,10010,32822,TCP,1,44,40,40,AR,0
149,2886729729,3232238130,32822,2035,TCP,0,0,60,60,S,29200
149,3232238130,2886729729,2035,32822,TCP,1,44,40,40,AR,0
150,2886729729,3232238130,32822,32768,TCP,0,0,60,60,S,29200
150,3232238130,2886729729,32768,32822,TCP,1,51,40,40,AR,0
151,2886729729,3232238130,32822,58080,TCP,0,0,60,60,S,29200
151,3232238130,2886729729,58080,32822,TCP,1,62,40,40,AR,0
152,2886729729,3232238130,32822,5810,TCP,0,0,60,60,S,29200
152,3232238130,2886729729,5810,32822,TCP,1,8,40,40,AR,0
153,2886729729,3232238130,32824,1050,TCP,0,0,60,60,S,29200
153,3232238130,2886729729,1050,32824,TCP,1,43,40,40,AR,0
154,2886729729,3232238130,32824,22939,TCP,0,0,60,60,S,29200
154,3232238130,2886729729,22939,32824,TCP,1,51,40,40,AR,0
155,2886729729,3232238130,32824,32770,TCP,0,0,60,60,S,29200
155,3232238130,2886729729,32770,32824,TCP,1,40,40,40,AR,0
156,2886729729,3232238130,32824,4004,TCP,0,0,60,60,S,29200
156,3232238130,2886729729,4004,32824,TCP,1,13,40,40,AR,0
157,2886729729,3232238130,32824,5004,TCP,0,0,60,60,S,29200
157,3232238130,2886729729,5004,32824,TCP,1,51,40,40,AR,0
158,2886729729,3232238130,32824,9500,TCP,0,0,60,60,S,29200
158,3232238130,2886729729,9500,32824,TCP,1,46,40,40,AR,0
159,2886729729,3232238130,32826,15660,TCP,0,0,60,60,S,29200
159,3232238130,2886729729,15660,32826,TCP,1,44,40,40,AR,0
160,2886729729,3232238130,32826,3766,TCP,0,0,60,60,S,29200
160,3232238130,2886729729,3766,32826,TCP,1,43,40,40,AR,0
161,2886729729,3232238130,32826,389,TCP,0,0,60,60,S,29200
161,3232238130,2886729729,389,32826,TCP,1,48,40,40,AR,0
162,2886729729,3232238130,32826,5009,TCP,0,0,60,60,S,29200
162,3232238130,2886729729,5009,32826,TCP,1,53,40,40,AR,0
163,2886729729,3232238130,32826,593,TCP,0,0,60,60,S,29200
163,3232238130,2886729729,593,32826,TCP,1,44,40,40,AR,0
164,2886729729,3232238130,32826,6,TCP,0,0,60,60,S,29200
164,3232238130,2886729729,6,32826,TCP,1,44,40,40,AR,0
165,2886729729,3232238130,32826,9090,TCP,0,0,60,60,S,29200
165,3232238130,2886729729,9090,32826,TCP,1,34,40,40,AR,0
166,2886729729,3232238130,32828,1068,TCP,0,0,60,60,S,29200
166,3232238130,2886729729,1068,32828,TCP,1,43,40,40,AR,0
167,2886729729,3232238130,32828,1174,TCP,0,0,60,60,S,29200
167,3232238130,2886729729,1174,32828,TCP,1,48,40,40,AR,0
168,2886729729,3232238130,32828,1244,TCP,0,0,60,60,S,29200
168,3232238130,2886729729,1244,32828,TCP,1,11,40,40,AR,0
169,2886729729,3232238130,32828,199,TCP,0,0,60,60,S,29200
169,3232238130,2886729729,199,32828,TCP,1,35,40,40,AR,0
170,2886729729,3232238130,32828,2366,TCP,0,0,60,60,S,29200
170,3232238130,2886729729,2366,32828,TCP,1,9,40,40,AR,0
171,2886729729,3232238130,32828,3333,TCP,0,0,60,60,S,29200
171,3232238130,2886729729,3333,32828,TCP,1,11,40,40,AR,0
172,2886729729,3232238130,32828,3851,TCP,0,0,60,60,S,29200
172,3232238130,2886729729,3851,32828,TCP,1,46,40,40,AR,0
173,2886729729,3232238130,32828,3998,TCP,0,0,60,60,S,29200
173,3232238130,2886729729,3998,32828,TCP,1,45,40,40,AR,0
174,2886729729,3232238130,32828,4279,TCP,0,0,60,60,S,29200
174,3232238130,2886729729,4279,32828,TCP,1,86,40,40,AR,0
175,2886729729,3232238130,32828,6689,TCP,0,0,60,60,S,29200
175,3232238130,2886729729,6689,32828,TCP,1,49,40,40,AR,0
176,2886729729,3232238130,32828,9595,TCP,0,0,60,60,S,29200
176,3232238130,2886729729,9595,32828,TCP,1,14,40,40,AR,0
177,2886729729,3232238130,32830,10025,TCP,0,0,60,60,S,29200
177,3232238130,2886729729,10025,32830,TCP,1,64,40,40,AR,0
178,2886729729,3232238130,32830,1022,TCP,0,0,60,60,S,29200
178,3232238130,2886729729,1022,32830,TCP,1,61,40,40,AR,0
179,2886729729,3232238130,32830,135,TCP,0,0,60,60,S,29200
179,3232238130,2886729729,135,32830,TCP,1,17,40,40,AR,0
180,2886729729,3232238130,32830,15000,TCP,0,0,60,60,S,29200
180,3232238130,2886729729,15000,32830,TCP,1,43,40,40,AR,0
181,2886729729,3232238130,32830,44176,TCP,0,0,60,60,S,29200
181,3232238130,2886729729,44176,32830,TCP,1,104,40,40,AR,0
182,2886729729,3232238130,32830,48080,TCP,0,0,60,60,S,29200
182,3232238130,2886729729,48080,32830,TCP,1,44,40,40,AR,0
183,2886729729,3232238130,32830,5431,TCP,0,0,60,60,S,29200
183,3232238130,2886729729,5431,32830,TCP,1,13,40,40,AR,0
184,2886729729,3232238130,32832,1169,TCP,0,0,60,60,S,29200
184,3232238130,2886729729,1169,32832,TCP,1,49,40,40,AR,0
185,2886729729,3232238130,32832,25735,TCP,0,0,60,60,S,29200
185,3232238130,2886729729,25735,32832,TCP,1,37,40,40,AR,0
186,2886729729,3232238130,32832,783,TCP,0,0,60,60,S,29200
186,3232238130,2886729729,783,32832,TCP,1,37,40,40,AR,0
187,2886729729,3232238130,32834,1032,TCP,0,0,60,60,S,29200
187,3232238130,2886729729,1032,32834,TCP,1,35,40,40,AR,0
188,2886729729,3232238130,32834,23,TCP,0,0,60,60,S,29200
188,3232238130,2886729729,23,32834,TCP,1,126,40,40,AR,0
189,2886729729,3232238130,32834,33,TCP,0,0,60,60,S,29200
189,3232238130,2886729729,33,32834,TCP,1,5,40,40,AR,0
190,2886729729,3232238130,32834,3914,TCP,0,0,60,60,S,29200
190,3232238130,2886729729,3914,32834,TCP,1,43,40,40,AR,0
191,2886729729,3232238130,32834,50003,TCP,0,0,60,60,S,29200
191,3232238130,2886729729,50003,32834,TCP,1,45,40,40,AR,0
192,2886729729,3232238130,32834,5222,TCP,0,0,60,60,S,29200
192,3232238130,2886729729,5222,32834,TCP,1,42,40,40,AR,0
193,2886729729,3232238130,32834,554,TCP,0,0,60,60,S,29200
193,3232238130,2886729729,554,32834,TCP,1,44,40,40,AR,0
194,2886729729,3232238130,32834,7800,TCP,0,0,60,60,S,29200
194,3232238130,2886729729,7800,32834,TCP,1,42,40,40,AR,0
195,2886729729,3232238130,32834,787,TCP,0,0,60,60,S,29200
195,3232238130,2886729729,787,32834,TCP,1,12,40,40,AR,0
196,2886729729,3232238130,32836,22,TCP,0,0,60,60,S,29200
196,3232238130,2886729729,22,32836,TCP,1,80,60,60,AS,28960
196,2886729729,3232238130,32836,22,TCP,0,718,52,52,A,229
196,2886729729,3232238130,32836,22,TCP,0,719,52,52,AR,229
197,2886729729,3232238130,32836,5000,TCP,0,0,60,60,S,29200
197,3232238130,2886729729,5000,32836,TCP,1,90,40,40,AR,0
198,2886729729,3232238130,32838,125,TCP,0,0,60,60,S,29200
198,3232238130,2886729729,125,32838,TCP,1,54,40,40,AR,0
